InductedToHallOfFame,OnHallOfFameBallot,FullPlayerName,YearsPlayed,AB,R,H,2B,3B,HR,RBI,SB,BattingAverage,SluggingPct,AllStarAppearances,MVPs,TripleCrowns,GoldGloves,MajorLeaguePlayerOfTheYearAwards,TB,LastYearPlayed,ID
FALSE,FALSE,Carl Powis,1,41,4,8,3,1,0,2,2,0.1951219512195122,0.31707317073170732,0,0,0,0,0,17,1957,3213
FALSE,FALSE,Buddy Peterson,2,38,8,9,3,0,0,2,0,0.23684210526315791,0.31578947368421051,0,0,0,0,0,15,1957,3216
FALSE,FALSE,Ron Northey,12,3172,385,874,172,28,108,513,7,0.2755359394703657,0.44955863808322827,0,0,0,0,0,1734,1957,3219
FALSE,FALSE,Bob Lennon,3,79,5,13,2,0,1,4,0,0.16455696202531644,0.22784810126582281,0,0,0,0,0,21,1957,3222
FALSE,FALSE,Ed Mickelson,3,37,2,3,1,0,0,3,0,8.1081081081081072E-2,0.10810810810810811,0,0,0,0,0,5,1957,3225
FALSE,FALSE,Eddie Robinson,13,4282,546,1146,172,24,172,723,10,0.26763194768799625,0.43951424567958897,4,0,0,0,0,2250,1957,3228
FALSE,FALSE,Jerry Schoonmaker,2,69,10,9,1,1,1,4,1,0.13043478260869565,0.21739130434782611,0,0,0,0,0,18,1957,3231
FALSE,FALSE,Ed Winceniak,2,67,6,14,3,0,1,8,0,0.20895522388059701,0.29850746268656719,0,0,0,0,0,24,1957,3234
FALSE,FALSE,Bobby Hofman,7,670,81,166,22,6,32,101,1,0.24776119402985072,0.44179104477611941,0,0,0,0,0,356,1957,3237
FALSE,FALSE,John Kennedy,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1957,3240
FALSE,FALSE,Bobby Durnbaugh,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1957,3243
FALSE,FALSE,Frank Baumholtz,10,3477,450,1010,165,51,25,272,30,0.29048029910842682,0.38884095484613174,0,0,0,0,0,1593,1957,3246
FALSE,FALSE,Mel Clark,6,656,82,182,29,15,3,63,3,0.27743902439024387,0.38109756097560976,0,0,0,0,0,297,1957,3249
FALSE,FALSE,Dick Cole,6,1215,106,303,50,10,2,107,2,0.2493827160493827,0.31193415637860078,0,0,0,0,0,441,1957,3252
FALSE,FALSE,Chuck Coles,1,11,0,2,1,0,0,2,0,0.18181818181818182,0.27272727272727271,0,0,0,0,0,4,1958,3258
FALSE,FALSE,Mike Baxes,2,337,40,73,13,2,1,13,1,0.21661721068249257,0.27596439169139464,0,0,0,0,0,109,1958,3261
FALSE,FALSE,Rod Graber,1,8,0,1,0,0,0,0,0,0.125,0.125,0,0,0,0,0,1,1958,3264
FALSE,FALSE,Jack Feller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1958,3267
FALSE,FALSE,Gabe Gabler,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1958,3270
FALSE,FALSE,Ted Kazanski,6,1329,118,288,49,9,14,116,4,0.21670428893905194,0.29872084273890143,0,0,0,0,0,469,1958,3273
FALSE,FALSE,Billy Hunter,6,1875,166,410,58,18,16,144,23,0.21866666666666668,0.2944,1,0,0,0,0,644,1958,3276
FALSE,FALSE,Bill Taylor,5,173,17,41,8,0,7,26,0,0.23699421965317918,0.40462427745664742,0,0,0,0,0,85,1958,3279
FALSE,FALSE,Rube Walker,11,1585,114,360,69,3,35,192,3,0.22712933753943218,0.34069400630914826,0,0,0,0,0,647,1958,3282
FALSE,FALSE,Roy Smalley,11,2644,277,601,103,33,61,305,4,0.2273071104387292,0.36043872919818454,0,0,0,0,0,1150,1958,3285
FALSE,FALSE,Eddie Miksis,14,3053,383,722,95,17,44,228,52,0.23648869963969862,0.32197838191942352,0,0,0,0,0,1139,1958,3288
FALSE,FALSE,Charlie Lindstrom,1,1,1,1,0,1,0,1,0,1,3,0,0,0,0,0,4,1958,3291
FALSE,FALSE,Les Moss,13,2234,210,552,75,4,63,276,1,0.24709042076991944,0.36884512085944493,0,0,0,0,0,966,1958,3294
FALSE,FALSE,Larry Raines,2,253,40,64,14,0,2,16,5,0.25296442687747034,0.33201581027667981,0,0,0,0,0,100,1958,3297
FALSE,FALSE,Gus Zernial,11,4131,572,1093,159,22,237,776,15,0.26458484628419265,0.48583877995642705,1,0,0,0,0,2425,1959,3300
FALSE,FALSE,Hardy Peterson,4,161,17,44,8,1,3,21,0,0.27329192546583847,0.39130434782608697,0,0,0,0,0,75,1959,3303
FALSE,FALSE,Don Mueller,12,4364,499,1292,139,37,65,520,11,0.29605866177818518,0.38955087076076994,2,0,0,0,0,1941,1959,3306
FALSE,FALSE,Joe Lonnett,4,325,22,54,8,0,6,27,0,0.16615384615384615,0.24615384615384617,0,0,0,0,0,94,1959,3309
FALSE,FALSE,Roger McCardell,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1959,3312
FALSE,FALSE,Lou Skizas,4,725,80,196,27,4,30,86,8,0.27034482758620687,0.44275862068965521,0,0,0,0,0,382,1959,3315
FALSE,FALSE,Dusty Rhodes,7,1172,146,296,44,10,54,207,3,0.25255972696245732,0.44539249146757676,0,0,0,0,0,630,1959,3318
FALSE,FALSE,Preston Ward,9,2067,219,522,83,15,50,262,7,0.2525399129172714,0.37977745524915341,0,0,0,0,0,933,1959,3321
FALSE,FALSE,Bob Thurman,5,663,106,163,18,11,35,106,1,0.2458521870286576,0.46455505279034698,0,0,0,0,0,372,1959,3324
FALSE,FALSE,Solly Hemus,11,2694,459,736,137,41,51,263,21,0.27319970304380103,0.41128433556050481,0,0,0,0,0,1337,1959,3327
FALSE,FALSE,Steve Korcheck,4,145,12,23,6,1,0,7,0,0.1586206896551724,0.21379310344827587,0,0,0,0,0,38,1959,3330
FALSE,FALSE,Ed Fitz Gerald,12,2086,199,542,82,10,19,217,9,0.25982742090124639,0.33604985618408439,0,0,0,0,0,812,1959,3333
FALSE,FALSE,Joe Durham,3,202,25,38,2,0,5,20,1,0.18811881188118812,0.2722772277227723,0,0,0,0,0,62,1959,3336
FALSE,FALSE,Buddy Gilbert,1,20,4,3,0,0,2,2,0,0.14999999999999999,0.45000000000000001,0,0,0,0,0,11,1959,3339
FALSE,FALSE,Bobby Adams,14,4019,591,1082,188,49,37,303,67,0.26922119930330923,0.36800199054491167,0,0,0,0,0,1753,1959,3342
FALSE,FALSE,Jim Bolger,7,612,65,140,14,6,6,48,3,0.22875816993464052,0.30065359477124182,0,0,0,0,0,210,1959,3345
FALSE,FALSE,Chico Carrasquel,10,4644,568,1199,172,25,55,474,31,0.25818260120585701,0.34151593453919038,4,0,0,0,0,1838,1959,3348
FALSE,FALSE,Steve Demeter,2,23,1,2,1,0,0,1,0,8.6956521739130432E-2,0.13043478260869565,0,0,0,0,0,4,1960,3351
FALSE,FALSE,Lou Berberet,7,1224,118,281,34,10,31,153,2,0.2295751633986928,0.34967320261437912,0,0,0,0,0,503,1960,3354
FALSE,FALSE,John Glenn,1,31,4,8,0,1,0,5,0,0.25806451612903225,0.32258064516129037,0,0,0,0,0,11,1960,3357
FALSE,FALSE,Johnny Groth,15,3808,480,1064,197,31,60,486,19,0.27941176470588236,0.39469537815126055,0,0,0,0,0,1791,1960,3360
FALSE,FALSE,Ray Jablonski,8,2562,297,687,126,11,83,438,16,0.26814988290398128,0.42310694769711166,1,0,0,0,0,1304,1960,3363
FALSE,FALSE,Jim Hegan,17,4772,550,1087,187,46,92,525,15,0.22778709136630343,0.34409052808046942,5,0,0,0,0,1967,1960,3366
FALSE,TRUE,Bobby Thomson,15,6305,903,1705,267,74,264,1026,38,0.27042030134813638,0.46185567010309275,3,0,0,0,0,3517,1960,3369
FALSE,FALSE,Ray Webster,2,77,11,15,2,1,2,11,1,0.19480519480519481,0.32467532467532467,0,0,0,0,0,30,1960,3372
FALSE,FALSE,Wally Shannon,2,118,7,31,5,0,0,6,0,0.26271186440677963,0.30508474576271188,0,0,0,0,0,41,1960,3378
FALSE,FALSE,Gil McDougald,10,4676,697,1291,187,51,112,576,45,0.27609067579127461,0.40975192472198463,5,0,0,0,0,2266,1960,3381
FALSE,FALSE,Whitey Lockman,15,5940,836,1658,222,49,114,563,43,0.27912457912457911,0.39057239057239057,1,0,0,0,0,2705,1960,3384
FALSE,FALSE,John Powers,6,215,26,42,7,2,6,14,0,0.19534883720930232,0.33023255813953489,0,0,0,0,0,86,1960,3387
FALSE,FALSE,Bobby Prescott,1,12,0,1,0,0,0,0,0,8.3333333333333343E-2,8.3333333333333343E-2,0,0,0,0,0,1,1961,3390
FALSE,FALSE,Walt Moryn,8,2506,324,667,116,16,101,354,7,0.26616121308858737,0.44612928970470872,1,0,0,0,0,1351,1961,3393
FALSE,FALSE,Gordon MacKenzie,1,24,1,3,0,0,0,1,0,0.125,0.125,0,0,0,0,0,3,1961,3396
FALSE,FALSE,Del Rice,17,3826,342,908,177,20,79,441,2,0.23732357553580763,0.35598536330371144,1,0,0,0,0,1638,1961,3399
FALSE,FALSE,Jose Valdivielso,5,971,89,213,26,8,9,85,6,0.21936148300720906,0.29042224510813591,0,0,0,0,0,325,1961,3402
FALSE,FALSE,Valmy Thomas,5,626,56,144,20,3,12,60,2,0.23003194888178913,0.32907348242811502,0,0,0,0,0,241,1961,3405
FALSE,FALSE,Billy Harrell,4,342,54,79,7,1,8,26,17,0.23099415204678364,0.3274853801169591,0,0,0,0,0,128,1961,3408
FALSE,TRUE,Ted Kluszewski,15,5929,848,1766,290,29,279,1028,20,0.29785798616967452,0.49772305616461465,4,0,0,0,0,3549,1961,3411
FALSE,FALSE,Jackie Jensen,11,5236,810,1463,259,45,199,929,143,0.27941176470588236,0.46008403361344535,3,1,0,1,0,2912,1961,3414
FALSE,FALSE,George Freese,3,187,17,48,8,2,3,23,1,0.2566844919786096,0.36898395721925137,0,0,0,0,0,82,1961,3417
FALSE,FALSE,Jim Baumer,2,34,2,7,1,1,0,2,0,0.20588235294117646,0.29411764705882354,0,0,0,0,0,12,1961,3420
FALSE,FALSE,Dan Ardell,1,4,1,1,0,0,0,0,0,0.25,0.25,0,0,0,0,0,1,1961,3423
FALSE,FALSE,Bob Boyd,9,1936,253,567,81,23,19,175,9,0.29287190082644626,0.38791322314049587,0,0,0,0,0,874,1961,3426
FALSE,FALSE,Fritz Brickell,3,88,7,16,1,0,1,7,0,0.18181818181818182,0.22727272727272727,0,0,0,0,0,22,1961,3429
FALSE,FALSE,George Crowe,9,1727,215,467,70,12,81,299,3,0.27041111754487551,0.46554719166184133,1,0,0,0,0,967,1961,3432
FALSE,FALSE,Dutch Dotterer,5,299,27,74,15,0,5,33,0,0.24749163879598662,0.34782608695652173,0,0,0,0,0,124,1961,3435
FALSE,FALSE,Neil Chrisley,5,619,60,130,22,8,16,64,3,0.21001615508885299,0.3489499192245557,0,0,0,0,0,262,1961,3438
FALSE,FALSE,Eddie Yost,18,7346,1215,1863,337,56,139,683,72,0.25360740539068882,0.37149469098829296,1,0,0,0,0,3261,1962,3441
FALSE,FALSE,Ramon Conde,1,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1962,3444
FALSE,FALSE,Bob Cerv,12,2261,320,624,96,26,105,374,12,0.27598407784166296,0.48076072534276865,1,0,0,0,0,1314,1962,3447
FALSE,FALSE,Sammy Drake,3,72,8,11,0,0,0,7,0,0.15277777777777776,0.15277777777777776,0,0,0,0,0,11,1962,3450
FALSE,FALSE,Jacke Davis,1,75,9,16,0,1,1,6,1,0.21333333333333332,0.28000000000000003,0,0,0,0,0,23,1962,3453
FALSE,FALSE,Pidge Browne,1,100,8,21,4,2,1,10,0,0.20999999999999999,0.32000000000000001,0,0,0,0,0,39,1962,3456
FALSE,FALSE,Steve Bilko,10,1738,220,432,85,13,76,276,2,0.2485615650172612,0.44361334867663982,0,0,0,0,0,945,1962,3459
FALSE,FALSE,Granny Hamner,17,5839,711,1529,272,62,104,708,35,0.26185990751841071,0.38311354684021237,3,0,0,0,0,2675,1962,3462
FALSE,FALSE,Billy Goodman,16,5644,807,1691,299,44,19,591,37,0.29961020552799433,0.37827781715095676,2,0,0,0,0,2497,1962,3465
FALSE,FALSE,Hal Jones,2,51,4,11,1,0,2,5,0,0.21568627450980393,0.3529411764705882,0,0,0,0,0,21,1962,3468
FALSE,FALSE,Jack Kubiszyn,2,101,7,19,2,0,1,2,0,0.18811881188118812,0.23762376237623761,0,0,0,0,0,27,1962,3471
FALSE,FALSE,Al Heist,3,495,63,126,20,6,8,46,6,0.25454545454545452,0.36767676767676771,0,0,0,0,0,216,1962,3474
FALSE,FALSE,El Tappe,6,304,21,63,10,0,0,17,0,0.20723684210526316,0.24013157894736839,0,0,0,0,0,83,1962,3477
FALSE,FALSE,Sammy White,11,3502,324,916,167,20,66,421,14,0.26156482010279841,0.37721302113078242,1,0,0,0,0,1574,1962,3480
FALSE,FALSE,Mel Roach,8,499,42,119,25,0,7,43,1,0.23847695390781562,0.33066132264529058,0,0,0,0,0,197,1962,3483
FALSE,FALSE,Nate Smith,1,9,3,2,1,0,0,0,0,0.22222222222222224,0.33333333333333337,0,0,0,0,0,4,1962,3486
FALSE,FALSE,Jim McKnight,2,91,6,21,0,1,0,6,0,0.23076923076923075,0.25274725274725274,0,0,0,0,0,24,1962,3489
FALSE,FALSE,Gene Leek,3,249,23,55,12,1,6,25,0,0.22088353413654618,0.3493975903614458,0,0,0,0,0,106,1962,3492
FALSE,FALSE,Danny O'Connell,10,4035,527,1049,181,35,39,320,48,0.25997521685254027,0.35117719950433707,0,0,0,0,0,1672,1962,3495
FALSE,FALSE,Dave Philley,18,6296,789,1700,276,72,84,729,101,0.27001270648030495,0.37674714104193135,0,0,0,0,0,2804,1962,3498
FALSE,FALSE,John Paciorek,1,3,4,3,0,0,0,3,0,1,1,0,0,0,0,0,3,1963,3501
FALSE,FALSE,Cal Neeman,7,1002,93,224,35,4,30,97,1,0.22355289421157687,0.35628742514970063,0,0,0,0,0,426,1963,3504
FALSE,FALSE,Jim Lawrence,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963,3510
FALSE,FALSE,Sherm Lollar,18,5351,623,1415,244,14,155,808,20,0.26443655391515608,0.40216781909923377,7,0,0,3,0,2565,1963,3513
FALSE,FALSE,Brian McCall,2,15,3,3,0,0,2,3,0,0.20000000000000001,0.59999999999999998,0,0,0,0,0,11,1963,3516
FALSE,FALSE,Ted Schreiber,1,50,1,8,0,0,0,2,0,0.16,0.16,0,0,0,0,0,8,1963,3519
FALSE,FALSE,Norm Sherry,5,497,45,107,9,1,18,69,1,0.2152917505030181,0.34607645875251508,0,0,0,0,0,200,1963,3522
FALSE,FALSE,Jack Reed,3,129,39,30,5,2,1,6,7,0.23255813953488375,0.32558139534883723,0,0,0,0,0,50,1963,3525
FALSE,FALSE,Vic Wertz,17,6099,867,1692,289,42,266,1178,9,0.27742252828332514,0.46942121659288411,4,0,0,0,0,3460,1963,3528
FALSE,FALSE,Ken Walters,3,681,71,157,20,2,11,58,6,0.23054331864904554,0.31424375917767988,0,0,0,0,0,247,1963,3531
FALSE,FALSE,Haywood Sullivan,7,851,94,192,30,5,13,87,2,0.22561692126909519,0.318448883666275,0,0,0,0,0,319,1963,3534
FALSE,FALSE,Marv Throneberry,7,1186,143,281,37,8,53,170,3,0.23693086003372682,0.41568296795952786,0,0,0,0,0,591,1963,3537
FALSE,FALSE,Jay Hankins,2,207,25,38,0,4,4,10,2,0.18357487922705312,0.28019323671497587,0,0,0,0,0,66,1963,3540
FALSE,FALSE,Joe Hicks,5,416,41,92,11,3,12,39,3,0.22115384615384615,0.34855769230769229,0,0,0,0,0,171,1963,3543
FALSE,FALSE,Chuck Essegian,6,1018,139,260,45,4,47,150,0,0.25540275049115913,0.44597249508840864,0,0,0,0,0,550,1963,3546
FALSE,FALSE,Chico Fernandez,8,2778,270,666,91,19,40,259,68,0.23974082073434128,0.32937365010799136,0,0,0,0,0,1065,1963,3549
FALSE,FALSE,Roy Gleason,1,1,3,1,1,0,0,0,0,1,2,0,0,0,0,0,3,1963,3552
FALSE,FALSE,Alex Grammas,10,2073,236,512,90,10,12,163,17,0.24698504582730343,0.31741437530149541,0,0,0,0,0,770,1963,3555
FALSE,FALSE,Ken Aspromonte,7,1483,171,369,69,3,19,124,7,0.24881995954147001,0.33782872555630478,0,0,0,0,0,592,1963,3558
FALSE,FALSE,Ernie Bowman,3,205,29,39,4,2,1,10,3,0.19024390243902439,0.24390243902439024,0,0,0,0,0,57,1963,3561
FALSE,FALSE,Jack Damaska,1,5,1,1,0,0,0,1,0,0.20000000000000001,0.20000000000000001,0,0,0,0,0,1,1963,3564
FALSE,FALSE,Bill Bruton,12,6056,937,1651,241,102,94,545,207,0.27262219286657857,0.39266842800528401,0,0,0,0,0,2815,1964,3567
FALSE,FALSE,Bill Bethea,1,30,4,5,1,0,0,2,0,0.16666666666666669,0.20000000000000001,0,0,0,0,0,7,1964,3570
FALSE,FALSE,George Alusik,5,652,75,167,31,2,23,93,1,0.25613496932515339,0.41564417177914115,0,0,0,0,0,327,1964,3573
FALSE,FALSE,Bobby Guindon,1,8,0,1,1,0,0,0,0,0.125,0.25,0,0,0,0,0,3,1964,3576
FALSE,FALSE,Elvio Jimenez,1,6,0,2,0,0,0,0,0,0.33333333333333337,0.33333333333333337,0,0,0,0,0,2,1964,3579
FALSE,FALSE,Don Hoak,11,4322,598,1144,214,44,89,498,64,0.26469227209625174,0.39634428505321612,1,0,0,0,0,2060,1964,3582
FALSE,FALSE,Steve Hertz,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1964,3585
FALSE,FALSE,Felix Torres,3,1191,109,302,61,5,27,153,2,0.25356842989084805,0.3811922753988245,0,0,0,0,0,547,1964,3588
FALSE,FALSE,John Weekly,3,121,7,25,4,0,5,19,0,0.20661157024793386,0.36363636363636365,0,0,0,0,0,53,1964,3591
FALSE,FALSE,George Williams,3,135,15,31,7,0,0,5,0,0.22962962962962963,0.2814814814814815,0,0,0,0,0,45,1964,3594
FALSE,FALSE,Mike Roarke,4,491,41,113,11,2,6,44,0,0.23014256619144602,0.29735234215885947,0,0,0,0,0,165,1964,3597
FALSE,FALSE,Charlie Shoemaker,3,89,12,23,4,2,0,4,0,0.2584269662921348,0.348314606741573,0,0,0,0,0,37,1964,3600
FALSE,FALSE,Charlie Maxwell,14,3245,478,856,110,26,148,532,18,0.26379044684129427,0.45053929121725733,2,0,0,0,0,1746,1964,3606
FALSE,FALSE,Don Leppert,4,532,46,122,22,2,15,59,0,0.22932330827067668,0.36278195488721804,1,0,0,0,0,232,1964,3609
FALSE,FALSE,Wally Post,15,4007,594,1064,194,28,210,699,19,0.26553531320189672,0.48515098577489396,0,0,0,0,0,2376,1964,3612
FALSE,FALSE,Bob Perry,2,387,35,103,17,1,6,30,2,0.26614987080103358,0.36175710594315241,0,0,0,0,0,164,1964,3615
FALSE,FALSE,Archie Moore,2,40,5,11,4,0,1,5,0,0.27500000000000002,0.45000000000000001,0,0,0,0,0,23,1965,3618
FALSE,FALSE,Don LeJohn,1,78,2,20,2,0,0,7,0,0.25641025641025644,0.28205128205128205,0,0,0,0,0,24,1965,3621
FALSE,FALSE,Joe McCabe,2,46,2,8,0,0,1,7,1,0.17391304347826086,0.2391304347826087,0,0,0,0,0,12,1965,3624
FALSE,FALSE,Dick Smith,3,142,18,31,6,2,0,7,9,0.21830985915492959,0.28873239436619719,0,0,0,0,0,49,1965,3627
FALSE,FALSE,Costen Shockley,2,142,9,28,2,0,3,19,0,0.19718309859154928,0.27464788732394368,0,0,0,0,0,44,1965,3630
FALSE,FALSE,Bill Schlesinger,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965,3633
FALSE,FALSE,Santiago Rosario,1,85,8,20,3,0,2,8,0,0.23529411764705885,0.3411764705882353,0,0,0,0,0,34,1965,3636
FALSE,FALSE,Mike White,3,296,30,78,11,3,0,27,1,0.26351351351351354,0.32094594594594594,0,0,0,0,0,109,1965,3639
FALSE,FALSE,John Hoffman,2,21,2,3,0,0,0,1,0,0.14285714285714285,0.14285714285714285,0,0,0,0,0,3,1965,3642
FALSE,FALSE,Bobby Klaus,2,590,65,123,25,4,6,29,5,0.20847457627118643,0.29491525423728815,0,0,0,0,0,209,1965,3645
FALSE,FALSE,Ralph Gagliano,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965,3648
FALSE,FALSE,Steve Boros,7,1255,141,308,50,7,26,149,11,0.24541832669322711,0.35856573705179284,0,0,0,0,0,533,1965,3651
FALSE,FALSE,Dick Brown,9,1866,175,455,62,3,62,223,7,0.24383708467309753,0.379957127545552,0,0,0,0,0,836,1965,3654
FALSE,FALSE,Duke Carmel,4,227,22,48,7,3,4,23,3,0.21145374449339208,0.32158590308370044,0,0,0,0,0,87,1965,3657
FALSE,FALSE,Don Dillard,6,476,59,116,16,5,14,47,0,0.24369747899159663,0.38655462184873945,0,0,0,0,0,219,1965,3660
FALSE,FALSE,Joe Cunningham,12,3362,525,980,177,26,64,436,16,0.29149315883402738,0.41671624033313504,1,0,0,0,0,1668,1966,3663
FALSE,TRUE,Del Crandall,16,5026,585,1276,179,18,179,657,26,0.25387982491046557,0.40350179068842018,8,0,0,4,0,2404,1966,3666
FALSE,FALSE,Joe Christopher,8,1667,224,434,68,17,29,173,29,0.26034793041391724,0.37372525494901015,0,0,0,0,0,737,1966,3669
FALSE,FALSE,Mike Brumley,3,660,52,151,24,2,5,50,2,0.22878787878787879,0.29393939393939394,0,0,0,0,0,225,1966,3672
FALSE,FALSE,Joe Adcock,17,6606,823,1832,295,35,336,1122,20,0.27732364517105662,0.48516500151377528,1,0,0,0,0,3871,1966,3675
FALSE,FALSE,Ed Bailey,14,3581,432,915,128,15,155,540,17,0.25551521921251047,0.42948896956157495,5,0,0,0,0,1836,1966,3678
FALSE,FALSE,Shaun Fitzmaurice,1,13,2,2,0,0,0,0,1,0.15384615384615385,0.15384615384615385,0,0,0,0,0,2,1966,3681
FALSE,FALSE,Ken Hamlin,7,1340,143,323,53,4,11,89,17,0.241044776119403,0.31119402985074629,0,0,0,0,0,485,1966,3684
FALSE,FALSE,Jim Gentile,9,2922,434,759,113,6,179,549,3,0.2597535934291581,0.48631074606433944,3,0,0,0,0,1719,1966,3687
FALSE,FALSE,Marty Keough,11,1796,256,434,71,23,43,176,26,0.24164810690423164,0.37861915367483295,0,0,0,0,0,817,1966,3690
FALSE,FALSE,John Herrnstein,5,450,52,99,14,4,8,34,1,0.22,0.32222222222222224,0,0,0,0,0,171,1966,3693
FALSE,FALSE,Jackie Warner,1,123,22,26,4,1,7,16,0,0.2113821138211382,0.43089430894308939,0,0,0,0,0,65,1966,3696
FALSE,FALSE,Dave Roberts,3,194,15,38,8,1,2,17,0,0.19587628865979381,0.27835051546391754,0,0,0,0,0,65,1966,3699
FALSE,FALSE,Bob Skinner,12,4318,642,1198,197,58,103,531,67,0.27744326076887449,0.42149143121815652,2,0,0,0,0,2178,1966,3702
FALSE,FALSE,Tony Martinez,4,175,13,30,5,0,0,10,2,0.17142857142857143,0.20000000000000001,0,0,0,0,0,40,1966,3705
FALSE,FALSE,Frank Malzone,12,5428,647,1486,239,21,133,728,14,0.27376565954310977,0.3990420044215181,6,0,0,3,0,2559,1966,3708
FALSE,FALSE,Don Landrum,8,1160,151,272,36,8,12,75,36,0.23448275862068965,0.31034482758620685,0,0,0,0,0,416,1966,3711
FALSE,FALSE,Billy Murphy,1,135,15,31,4,1,3,13,1,0.22962962962962963,0.34074074074074079,0,0,0,0,0,54,1966,3714
FALSE,FALSE,Albie Pearson,9,3077,485,831,130,24,28,214,77,0.27006824829379267,0.35521611959701005,1,0,0,0,0,1275,1966,3717
FALSE,FALSE,Aaron Pointer,3,101,11,21,5,0,2,15,2,0.20792079207920791,0.31683168316831684,0,0,0,0,0,39,1967,3720
FALSE,FALSE,John Orsino,7,1014,114,252,44,5,40,123,3,0.24852071005917159,0.42011834319526625,0,0,0,0,0,515,1967,3723
FALSE,FALSE,Charlie Lau,11,1170,105,298,63,9,16,140,3,0.25470085470085468,0.36495726495726494,0,0,0,0,0,515,1967,3726
FALSE,FALSE,Al Luplow,7,1243,147,292,34,6,33,125,8,0.23491552695092516,0.35156878519710377,0,0,0,0,0,510,1967,3729
FALSE,FALSE,Bill Skowron,14,5547,681,1566,243,53,211,888,16,0.28231476473769607,0.45934739498828198,6,0,0,0,0,3055,1967,3732
FALSE,FALSE,Andre Rodgers,11,2521,268,628,112,23,45,245,22,0.2491074970249901,0.36533121777072591,0,0,0,0,0,1101,1967,3735
FALSE,FALSE,Johnny Werhas,3,168,15,29,3,2,2,14,0,0.17261904761904762,0.25,0,0,0,0,0,49,1967,3738
FALSE,FALSE,Bob Uecker,6,731,65,146,22,0,14,74,0,0.19972640218878249,0.28727770177838574,0,0,0,0,0,246,1967,3741
FALSE,FALSE,Candy Harris,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967,3744
FALSE,FALSE,Hank Izquierdo,1,26,4,7,2,0,0,2,0,0.26923076923076927,0.34615384615384615,0,0,0,0,0,11,1967,3747
FALSE,FALSE,Jesse Gonder,8,876,73,220,28,2,26,94,1,0.25114155251141551,0.37671232876712329,0,0,0,0,0,386,1967,3750
FALSE,FALSE,Lee Bales,2,43,8,4,0,0,0,2,1,9.3023255813953487E-2,9.3023255813953487E-2,0,0,0,0,0,4,1967,3753
FALSE,FALSE,Joey Amalfitano,10,1715,248,418,67,19,9,123,19,0.24373177842565596,0.32069970845481049,0,0,0,0,0,645,1967,3756
FALSE,FALSE,Walt Bond,6,1199,149,307,40,11,41,179,10,0.25604670558799003,0.41034195162635528,0,0,0,0,0,584,1967,3759
FALSE,FALSE,Eddie Bressoud,12,3672,443,925,184,40,94,365,9,0.25190631808278868,0.40059912854030499,1,0,0,0,0,1789,1967,3762
FALSE,FALSE,Jimmie Coker,9,592,44,137,15,4,16,70,1,0.23141891891891891,0.35135135135135137,0,0,0,0,0,243,1967,3765
FALSE,FALSE,Lou Clinton,8,2153,270,532,112,31,65,269,12,0.24709707385044127,0.41848583372039017,0,0,0,0,0,1109,1967,3768
FALSE,FALSE,Wayne Causey,11,3244,357,819,130,26,35,285,12,0.25246609124537611,0.34093711467324295,0,0,0,0,0,1297,1968,3771
FALSE,FALSE,Billy Bryan,8,968,86,209,32,9,41,125,0,0.21590909090909091,0.39462809917355374,0,0,0,0,0,464,1968,3774
FALSE,FALSE,Dave Adlesh,6,256,9,43,3,1,1,11,0,0.16796875,0.19921875,0,0,0,0,0,56,1968,3777
FALSE,FALSE,Lee Elia,2,212,17,43,5,2,3,25,0,0.20283018867924529,0.28773584905660377,0,0,0,0,0,71,1968,3780
FALSE,FALSE,Clarence Jones,2,137,13,34,7,0,2,16,0,0.2481751824817518,0.3430656934306569,0,0,0,0,0,56,1968,3783
FALSE,TRUE,Elston Howard,14,5363,619,1471,218,50,167,762,9,0.27428677978743238,0.42699981353719929,9,1,0,2,0,2725,1968,3786
FALSE,FALSE,Bobby Trevino,1,40,1,9,1,0,0,1,0,0.22500000000000001,0.25,0,0,0,0,0,11,1968,3789
FALSE,FALSE,Fred Valentine,7,1458,180,360,56,10,36,138,47,0.24691358024691359,0.37311385459533608,0,0,0,0,0,646,1968,3792
FALSE,FALSE,Bob Schroder,4,221,29,48,5,1,0,12,1,0.21719457013574661,0.24886877828054296,0,0,0,0,0,61,1968,3795
FALSE,FALSE,Jimmy McMath,1,14,0,2,0,0,0,2,0,0.14285714285714285,0.14285714285714285,0,0,0,0,0,2,1968,3798
FALSE,FALSE,Bruce Look,1,118,7,29,4,0,0,9,0,0.24576271186440679,0.27966101694915257,0,0,0,0,0,37,1968,3804
