InductedToHallOfFame,OnHallOfFameBallot,FullPlayerName,YearsPlayed,AB,R,H,B,B,HR,RBI,SB,BattingAverage,SluggingPct,AllStarAppearances,MVPs,TripleCrowns,GoldGloves,MajorLeaguePlayerOfTheYearAwards,TB,LastYearPlayed,ID
FALSE,FALSE,Ryan Court,1,24,1,5,2,3,1,5,0,0.208333333333333,0.375,0,0,0,0,0,11,2019,8534
FALSE,FALSE,Christian Colon,5,355,34,91,2,3,1,26,5,0.256338028169014,0.31830985915493,0,0,0,0,0,132,2019,8536
FALSE,FALSE,Zack Collins,1,86,10,16,2,3,3,12,0,0.186046511627907,0.348837209302326,0,0,0,0,0,37,2019,8537
FALSE,FALSE,Ryan Cordell,2,254,25,52,2,3,8,28,3,0.204724409448819,0.334645669291339,0,0,0,0,0,102,2019,8539
FALSE,FALSE,Garrett Cooper,3,457,57,128,2,3,15,58,0,0.280087527352298,0.435448577680525,0,0,0,0,0,238,2019,8540
FALSE,FALSE,Willson Contreras,4,1463,190,391,2,3,67,227,12,0.267259056732741,0.470266575529733,2,0,0,0,0,843,2019,8542
FALSE,FALSE,Michael Chavis,1,347,46,88,2,3,18,58,2,0.253602305475504,0.443804034582133,0,0,0,0,0,183,2019,8543
FALSE,FALSE,Ji-Man Choi,4,727,90,180,2,3,36,112,6,0.247592847317744,0.458046767537827,0,0,0,0,0,411,2019,8545
FALSE,FALSE,Shin-Soo Choo,15,5977,948,1645,2,3,213,767,151,0.275221683118621,0.448050861636272,1,0,0,0,0,3256,2019,8546
FALSE,FALSE,Yu Chang,1,73,8,13,2,3,1,6,0,0.178082191780822,0.273972602739726,0,0,0,0,0,24,2019,8548
FALSE,FALSE,Nick Ciuffo,2,43,3,8,2,3,1,5,0,0.186046511627907,0.27906976744186,0,0,0,0,0,14,2019,8549
FALSE,FALSE,Jason Castro,9,2674,332,619,2,3,86,292,5,0.231488406881077,0.390052356020942,1,0,0,0,0,1286,2019,8551
FALSE,FALSE,Welington Castillo,10,2462,251,626,2,3,98,339,5,0.254264825345248,0.425670186839967,0,0,0,0,0,1273,2019,8552
FALSE,FALSE,Nick Castellanos,7,3360,408,930,2,3,120,460,11,0.276785714285714,0.471130952380952,0,0,0,0,0,1964,2019,8554
FALSE,FALSE,Francisco Cervelli,12,2203,271,592,2,3,38,268,16,0.268724466636405,0.380390376758965,0,0,0,0,0,992,2019,8555
FALSE,FALSE,Jake Cave,2,481,82,126,2,3,21,70,2,0.261954261954262,0.465696465696466,0,0,0,0,0,276,2019,8557
FALSE,FALSE,Starlin Castro,10,5773,664,1617,2,3,133,636,89,0.280097003291183,0.413996189156418,4,0,0,0,0,2858,2019,8558
FALSE,FALSE,Victor Caratini,3,484,58,122,2,3,14,57,1,0.252066115702479,0.382231404958678,0,0,0,0,0,220,2019,8560
FALSE,FALSE,Robinson Cano,15,8502,1234,2570,2,3,324,1272,51,0.302281816043284,0.490472829922371,8,0,0,2,0,5089,2019,8561
FALSE,FALSE,Jeimer Candelario,4,1012,129,226,2,3,30,102,6,0.223320158102767,0.375494071146245,0,0,0,0,0,469,2019,8563
FALSE,FALSE,Curt Casali,6,755,87,174,2,3,31,97,0,0.23046357615894,0.403973509933775,0,0,0,0,0,374,2019,8564
FALSE,FALSE,Phil Ervin,3,512,65,134,2,3,17,64,14,0.26171875,0.4375,0,0,0,0,0,272,2019,8566
FALSE,FALSE,Adam Engel,3,957,109,206,2,3,18,76,27,0.215256008359457,0.330198537095089,0,0,0,0,0,381,2019,8567
FALSE,FALSE,Eduardo Escobar,9,3156,404,819,2,3,106,426,19,0.259505703422053,0.436311787072243,0,0,0,0,0,1694,2019,8569
FALSE,FALSE,Jake Elmore,6,465,37,100,2,3,4,37,4,0.21505376344086,0.275268817204301,0,0,0,0,0,148,2019,8570
FALSE,FALSE,Tommy Edman,1,326,59,99,2,3,11,36,15,0.303680981595092,0.5,0,0,0,0,0,198,2019,8572
FALSE,FALSE,Adam Eaton,8,3026,506,863,2,3,56,272,81,0.285194976867151,0.417382683410443,0,0,0,0,0,1508,2019,8573
FALSE,FALSE,Hunter Dozier,3,904,115,233,2,3,37,119,4,0.257743362831858,0.46570796460177,0,0,0,0,0,521,2019,8575
FALSE,FALSE,Brian Dozier,8,4301,663,1053,2,3,192,561,105,0.244826784468728,0.442222738897931,1,0,0,1,0,2346,2019,8576
FALSE,FALSE,Steven Duggar,2,402,46,97,2,3,6,45,6,0.241293532338308,0.358208955223881,0,0,0,0,0,176,2019,8578
FALSE,FALSE,Matt Duffy,5,1616,194,456,2,3,22,169,32,0.282178217821782,0.379950495049505,0,0,0,0,0,719,2019,8579
FALSE,FALSE,Lucas Duda,10,3098,387,741,2,3,156,470,6,0.239186571981924,0.448030987734022,0,0,0,0,0,1719,2019,8581
FALSE,FALSE,Jarrod Dyson,10,2317,361,573,2,3,21,170,250,0.247302546396202,0.338368580060423,0,0,0,0,0,917,2019,8582
FALSE,FALSE,Travis Demeritte,1,169,24,38,2,3,3,10,3,0.224852071005917,0.343195266272189,0,0,0,0,0,70,2019,8584
FALSE,FALSE,Daniel Descalso,10,2519,326,593,2,3,48,294,26,0.235410877332275,0.362445414847162,0,0,0,0,0,1112,2019,8585
FALSE,FALSE,Ian Desmond,11,5442,724,1432,2,3,181,711,181,0.26313855200294,0.427416391032709,2,0,0,0,0,2821,2019,8587
FALSE,FALSE,Rafael Devers,3,1319,222,372,2,3,63,211,16,0.282031842304776,0.501137225170584,0,0,0,0,0,820,2019,8588
FALSE,FALSE,Nick Delmonico,3,488,62,111,2,3,18,54,3,0.227459016393443,0.39344262295082,0,0,0,0,0,232,2019,8590
FALSE,FALSE,Derek Dietrich,7,2130,309,524,2,3,79,247,6,0.246009389671361,0.426760563380282,0,0,0,0,0,1115,2019,8591
FALSE,FALSE,Nick Dini,1,56,11,11,2,3,2,6,0,0.196428571428571,0.357142857142857,0,0,0,0,0,25,2019,8593
FALSE,FALSE,Brandon Dixon,2,509,55,118,2,3,20,62,5,0.231827111984283,0.416502946954813,0,0,0,0,0,262,2019,8594
FALSE,FALSE,Corey Dickerson,7,2716,375,776,2,3,115,370,23,0.285714285714286,0.504050073637702,1,0,0,0,0,1703,2019,8596
FALSE,FALSE,Yandy Diaz,3,572,93,157,2,3,15,66,4,0.274475524475524,0.424825174825175,0,0,0,0,0,295,2019,8597
FALSE,FALSE,Elias Diaz,5,749,82,187,2,3,13,82,1,0.249666221628838,0.355140186915888,0,0,0,0,0,319,2019,8599
FALSE,FALSE,Isan Diaz,1,179,17,31,2,3,5,23,0,0.173184357541899,0.307262569832402,0,0,0,0,0,67,2019,8600
FALSE,FALSE,Cheslor Cuthbert,5,1076,100,269,2,3,27,119,3,0.25,0.378252788104089,0,0,0,0,0,489,2019,8602
FALSE,FALSE,David Dahl,3,845,140,251,2,3,38,133,14,0.297041420118343,0.520710059171598,1,0,0,0,0,541,2019,8603
FALSE,FALSE,J. D. Davis,3,575,82,158,2,3,27,69,4,0.274782608695652,0.467826086956522,0,0,0,0,0,325,2019,8605
FALSE,FALSE,Chris Davis,12,4926,704,1154,2,3,295,779,19,0.234267153877385,0.46163215590743,1,0,0,0,0,2799,2019,8606
FALSE,FALSE,Austin Dean,2,291,33,65,2,3,10,35,1,0.223367697594502,0.388316151202749,0,0,0,0,0,141,2019,8608
FALSE,FALSE,Jonathan Davis,2,108,11,20,2,3,2,6,6,0.185185185185185,0.259259259259259,0,0,0,0,0,32,2019,8609
FALSE,FALSE,Khris Davis,7,3207,486,782,2,3,216,570,18,0.24384159650764,0.498908637355784,0,0,0,0,0,1978,2019,8611
FALSE,FALSE,Rajai Davis,14,4244,637,1111,2,3,62,387,415,0.261781338360038,0.379123468426013,0,0,0,0,0,1940,2019,8612
TRUE,TRUE,Ty Cobb,24,11436,2247,4189,2,3,117,1944,896,0.366299405386499,0.511892270024484,0,1,1,0,0,6990,1928,1469
TRUE,TRUE,Tris Speaker,22,10195,1882,3514,2,3,117,1529,432,0.344678764100049,0.500343305541932,0,1,0,0,0,6232,1928,1514
TRUE,TRUE,Eddie Collins,25,9949,1821,3315,2,3,47,1300,741,0.333199316514223,0.428987837973666,0,1,0,0,0,4940,1930,1600
TRUE,TRUE,George Sisler,15,8267,1284,2812,2,3,102,1175,375,0.340147574694569,0.468247248094835,0,1,0,0,0,4562,1930,1636
TRUE,TRUE,Babe Ruth,22,8398,2174,2873,2,3,714,2217,123,0.342105263157895,0.68980709692784,2,1,0,0,0,7149,1935,1880
TRUE,TRUE,Bill Terry,14,6428,1120,2193,2,3,154,1078,56,0.34116365899191,0.505911636589919,3,0,0,0,0,3891,1936,1952
TRUE,TRUE,Mickey Cochrane,13,5169,1041,1652,2,3,119,832,64,0.319597601083382,0.477848713484233,2,2,0,0,0,2986,1937,2021
TRUE,TRUE,Al Simmons,20,8759,1507,2927,2,3,307,1827,88,0.334170567416372,0.534878410777486,3,0,0,0,0,5680,1944,2362
TRUE,TRUE,Paul Waner,20,9459,1627,3152,2,3,113,1309,104,0.333227613912676,0.47341156570462,4,1,0,0,0,5387,1945,2434
TRUE,TRUE,Bill Dickey,17,6300,930,1969,2,3,202,1209,37,0.312539682539683,0.486031746031746,11,0,0,0,0,3679,1946,2545
TRUE,TRUE,Joe DiMaggio,13,6821,1390,2214,2,3,361,1537,30,0.324585837853687,0.578800762351561,13,3,0,0,0,4829,1951,2906
TRUE,TRUE,Ralph Kiner,10,5205,971,1451,2,3,369,1015,22,0.278770413064361,0.547934678194044,6,0,0,0,0,3476,1955,3145
TRUE,TRUE,Roy Campanella,10,4205,627,1161,2,3,242,856,25,0.276099881093936,0.499643281807372,8,3,0,0,0,2539,1957,3248
TRUE,TRUE,Stan Musial,22,10972,1949,3630,2,3,475,1951,78,0.330842143638352,0.559059423988334,20,3,0,0,0,7511,1963,3509
TRUE,TRUE,Duke Snider,18,7161,1259,2116,2,3,407,1333,99,0.295489456779779,0.539729088116185,8,0,0,0,0,4715,1964,3598
TRUE,TRUE,Eddie Mathews,17,8537,1509,2315,2,3,512,1453,68,0.271172543047909,0.509429541993675,9,0,0,0,0,5287,1968,3803
TRUE,TRUE,Luis Aparicio,18,10230,1335,2677,2,3,83,791,506,0.261681329423265,0.342521994134897,10,0,0,9,0,4073,1973,4120
TRUE,TRUE,Al Kaline,22,10116,1622,3007,2,3,399,1583,137,0.297251878212732,0.479636219849743,15,0,0,10,0,5824,1974,4162
TRUE,TRUE,Hank Aaron,23,12364,2174,3771,2,3,755,2297,240,0.304998382400518,0.554513102555807,21,1,0,3,0,8333,1976,4282
TRUE,TRUE,Billy Williams,18,9350,1410,2711,2,3,426,1475,90,0.289946524064171,0.491871657754011,6,0,0,0,0,5547,1976,4306
TRUE,TRUE,Brooks Robinson,23,10654,1232,2848,2,3,268,1357,28,0.267317439459358,0.400788436268068,15,1,0,16,0,5088,1977,4331
TRUE,TRUE,Lou Brock,19,10332,1610,3023,2,3,149,900,938,0.292586140147116,0.410181958962447,6,0,0,0,0,5014,1979,4523
TRUE,TRUE,Willie McCovey,22,8197,1229,2211,2,3,521,1555,26,0.269732829083811,0.514700500182994,6,1,0,0,0,5139,1980,4598
TRUE,TRUE,Willie Stargell,21,7927,1194,2232,2,3,475,1540,17,0.281569320045414,0.528573230730415,7,1,0,0,0,5143,1982,4733
TRUE,TRUE,Johnny Bench,17,7658,1091,2048,2,3,389,1376,68,0.267432750065291,0.475842256463829,14,2,0,10,0,4438,1983,4826
TRUE,TRUE,Joe Morgan,22,9277,1650,2517,2,3,268,1133,689,0.271316158240811,0.427077719090223,10,2,0,5,0,4775,1984,4891
TRUE,TRUE,Rod Carew,19,9315,1424,3053,2,3,92,1015,353,0.327750939345142,0.429200214707461,18,1,0,0,0,4647,1985,4979
TRUE,TRUE,Reggie Jackson,21,9864,1551,2584,2,3,563,1702,228,0.261962692619627,0.490064882400649,14,1,0,0,0,5909,1987,5122
TRUE,TRUE,Jim Rice,16,8225,1249,2452,2,3,382,1451,58,0.298115501519757,0.502006079027356,8,1,0,0,0,4963,1989,5219
TRUE,TRUE,Mike Schmidt,18,8352,1506,2234,2,3,548,1595,174,0.267480842911877,0.527298850574713,12,3,0,10,0,5419,1989,5242
TRUE,TRUE,Robin Yount,20,11008,1632,3142,2,3,251,1406,271,0.285428779069767,0.4296875,3,2,0,1,0,5690,1993,5555
TRUE,TRUE,Carlton Fisk,24,8756,1276,2356,2,3,376,1330,128,0.269072635906807,0.456715395157606,11,0,0,1,0,4843,1993,5572
TRUE,TRUE,George Brett,21,10349,1583,3154,2,3,317,1596,201,0.3047637452894,0.487390085998647,13,1,0,1,0,6163,1993,5609
TRUE,TRUE,Kirby Puckett,12,7244,1071,2304,2,3,207,1085,134,0.318056322473771,0.476670347874103,10,0,0,6,0,4131,1995,5693
TRUE,TRUE,Dave Winfield,22,11003,1669,3110,2,3,465,1833,223,0.282650186312824,0.474506952649277,12,0,0,7,0,6314,1995,5716
TRUE,TRUE,Andre Dawson,21,9927,1373,2774,2,3,438,1591,314,0.279439911352876,0.482220207514858,8,1,0,8,0,5826,1996,5777
TRUE,TRUE,Ozzie Smith,19,9396,1257,2460,2,3,28,793,580,0.261813537675607,0.328224776500639,15,0,0,13,0,3583,1996,5828
TRUE,TRUE,Ryne Sandberg,16,8385,1318,2386,2,3,282,1061,344,0.284555754323196,0.451639833035182,10,1,0,9,0,4548,1997,5869
TRUE,TRUE,Eddie Murray,21,11336,1627,3255,2,3,504,1917,110,0.287138320395201,0.476093860268172,8,0,0,3,0,6496,1997,5875
TRUE,TRUE,Paul Molitor,21,10835,1782,3319,2,3,234,1307,504,0.306322104291647,0.447992616520535,7,0,0,0,0,5807,1998,5984
TRUE,TRUE,Cal Ripken,21,11551,1647,3184,2,3,431,1695,36,0.275647130118604,0.447407150896026,19,2,0,2,0,6246,2001,6181
TRUE,TRUE,Tim Raines,23,8872,1571,2605,2,3,170,980,808,0.293620378719567,0.425045085662759,7,0,0,0,0,4484,2002,6344
TRUE,TRUE,Rickey Henderson,25,10961,2295,3055,2,3,297,1115,1406,0.278715445671015,0.418574947541283,10,1,0,1,0,5461,2003,6404
TRUE,TRUE,Larry Walker,17,6907,1355,2160,2,3,383,1311,230,0.312726219777038,0.565223686115535,5,1,0,7,0,4820,2005,6578
TRUE,TRUE,Jeff Bagwell,15,7797,1517,2314,2,3,449,1529,202,0.296780813133256,0.540336026676927,4,1,0,1,0,5182,2005,6623
TRUE,TRUE,Mike Piazza,16,6911,1048,2127,2,3,427,1335,17,0.307770221386196,0.545217768774418,12,0,0,0,0,4547,2007,6742
TRUE,TRUE,Barry Bonds,22,9847,2227,2935,2,3,762,1996,514,0.298060322940997,0.606885345790596,14,7,0,8,0,7416,2007,6766
FALSE,FALSE,Buck Hopkins,1,44,7,6,2,3,0,3,2,0.136363636363636,0.204545454545455,0,0,0,0,0,12,1907,59
FALSE,FALSE,Pete Lister,1,65,5,18,2,3,0,4,2,0.276923076923077,0.307692307692308,0,0,0,0,0,22,1907,61
FALSE,FALSE,Marc Campbell,1,4,0,1,2,3,0,1,0,0.25,0.25,0,0,0,0,0,1,1907,62
FALSE,FALSE,Rudy Baerwald,1,52,4,11,2,3,0,3,4,0.211538461538462,0.288461538461538,0,0,0,0,0,18,1907,64
FALSE,FALSE,Forrest Crawford,2,167,8,35,2,3,0,14,1,0.209580838323353,0.239520958083832,0,0,0,0,0,44,1907,65
FALSE,FALSE,Homer Davidson,1,4,2,0,2,3,0,0,1,0,0,0,0,0,0,0,0,1908,67
FALSE,FALSE,Mike Donovan,2,21,2,5,2,3,0,2,0,0.238095238095238,0.285714285714286,0,0,0,0,0,7,1908,68
FALSE,FALSE,Dick Bayless,1,71,7,16,2,3,1,3,0,0.225352112676056,0.28169014084507,0,0,0,0,0,22,1908,70
FALSE,FALSE,Jim Ball,2,51,4,7,2,3,0,3,0,0.137254901960784,0.176470588235294,0,0,0,0,0,11,1908,71
FALSE,FALSE,Art Hoelskoetter,4,952,59,225,2,3,2,53,9,0.236344537815126,0.281512605042017,0,0,0,0,0,299,1908,73
FALSE,FALSE,Jack Hoey,3,500,39,116,2,3,0,35,13,0.232,0.272,0,0,0,0,0,151,1908,74
FALSE,FALSE,Charlie Johnson,1,16,2,4,2,3,0,2,0,0.25,0.375,0,0,0,0,0,7,1908,76
FALSE,FALSE,Jack Hannifin,3,439,50,94,2,3,3,40,14,0.214123006833713,0.291571753986333,0,0,0,0,0,150,1908,77
FALSE,FALSE,Shag Shaughnessy,2,32,2,9,2,3,0,1,3,0.28125,0.28125,0,0,0,0,0,9,1908,79
FALSE,FALSE,Hunky Shaw,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1908,80
FALSE,FALSE,Ralph McLaurin,1,22,2,5,2,3,0,0,0,0.227272727272727,0.227272727272727,0,0,0,0,0,5,1908,82
FALSE,FALSE,Bill McGilvray,1,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1908,83
FALSE,FALSE,Frank Manush,1,77,6,12,2,3,0,0,2,0.155844155844156,0.207792207792208,0,0,0,0,0,19,1908,85
FALSE,FALSE,Patsy O'Rourke,1,164,8,32,2,3,0,16,2,0.195121951219512,0.24390243902439,0,0,0,0,0,46,1908,86
FALSE,FALSE,Harry Ostdiek,2,21,1,3,2,3,0,3,1,0.142857142857143,0.238095238095238,0,0,0,0,0,6,1908,88
FALSE,FALSE,Harry Pattee,1,264,19,57,2,3,0,9,24,0.215909090909091,0.25,0,0,0,0,0,73,1908,89
FALSE,FALSE,Tom Raftery,1,32,6,7,2,3,0,0,1,0.21875,0.34375,0,0,0,0,0,14,1909,91
FALSE,FALSE,Clare Patterson,1,8,0,1,2,3,0,1,0,0.125,0.125,0,0,0,0,0,1,1909,92
FALSE,FALSE,Bunny Pearce,2,4,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1909,94
FALSE,FALSE,Fred Osborn,3,907,98,228,2,3,2,72,26,0.251378169790518,0.320837927232635,0,0,0,0,0,334,1909,95
FALSE,FALSE,Barney Reilly,1,25,3,5,2,3,0,3,2,0.2,0.2,0,0,0,0,0,5,1909,97
FALSE,FALSE,Duke Reilley,1,62,10,13,2,3,0,0,5,0.209677419354839,0.209677419354839,0,0,0,0,0,13,1909,98
FALSE,FALSE,Milo Netzel,1,37,2,7,2,3,0,3,1,0.189189189189189,0.216216216216216,0,0,0,0,0,9,1909,100
FALSE,FALSE,Howard Murphy,1,60,3,12,2,3,0,3,1,0.2,0.2,0,0,0,0,0,12,1909,101
FALSE,FALSE,Lee Meyer,1,23,1,3,2,3,0,0,0,0.130434782608696,0.130434782608696,0,0,0,0,0,3,1909,103
FALSE,FALSE,Bill Shipke,4,552,59,110,2,3,1,29,21,0.199275362318841,0.260869565217391,0,0,0,0,0,166,1909,104
FALSE,FALSE,Jimmy Sebring,5,1411,178,368,2,3,6,168,52,0.260807937632884,0.355067328136074,0,0,0,0,0,590,1909,106
FALSE,FALSE,Joe Stanley,7,694,77,148,2,3,2,76,20,0.213256484149856,0.272334293948127,0,0,0,0,0,216,1909,107
FALSE,FALSE,Wib Smith,1,42,3,8,2,3,0,2,0,0.19047619047619,0.19047619047619,0,0,0,0,0,8,1909,109
FALSE,FALSE,Alan Storke,4,863,68,225,2,3,2,74,17,0.26071842410197,0.318655851680185,0,0,0,0,0,310,1909,110
FALSE,FALSE,Eddie Tiemeyer,3,19,5,5,2,3,0,0,0,0.263157894736842,0.315789473684211,0,0,0,0,0,7,1909,112
FALSE,FALSE,Jack Wanner,1,8,0,1,2,3,0,0,1,0.125,0.125,0,0,0,0,0,1,1909,113
FALSE,FALSE,Speed Kelly,1,42,3,6,2,3,0,1,1,0.142857142857143,0.238095238095238,0,0,0,0,0,13,1909,115
FALSE,FALSE,Paul Howard,1,15,2,3,2,3,0,2,0,0.2,0.266666666666667,0,0,0,0,0,5,1909,116
FALSE,FALSE,Jul Kustus,1,173,12,25,2,3,1,11,9,0.144508670520231,0.190751445086705,0,0,0,0,0,39,1909,118
FALSE,FALSE,Ed Larkin,1,6,0,1,2,3,0,1,0,0.166666666666667,0.166666666666667,0,0,0,0,0,1,1909,119
FALSE,FALSE,Chick Autry,2,257,22,50,2,3,0,17,6,0.194552529182879,0.217898832684825,0,0,0,0,0,62,1909,121
FALSE,FALSE,Coonie Blank,1,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1909,122
FALSE,FALSE,Wally Clement,2,379,35,96,2,3,0,18,13,0.253298153034301,0.303430079155673,0,0,0,0,0,130,1909,124
FALSE,FALSE,Red Downey,1,78,7,20,2,3,0,8,4,0.256410256410256,0.269230769230769,0,0,0,0,0,22,1909,125
FALSE,FALSE,Joe Dunn,2,89,4,15,2,3,0,7,0,0.168539325842697,0.213483146067416,0,0,0,0,0,23,1909,127
FALSE,FALSE,Charlie Enwright,1,7,1,1,2,3,0,1,0,0.142857142857143,0.142857142857143,0,0,0,0,0,1,1909,128
FALSE,FALSE,Babe Danzig,1,13,0,2,2,3,0,0,0,0.153846153846154,0.153846153846154,0,0,0,0,0,2,1909,130
FALSE,FALSE,Walt Devoy,1,69,7,17,2,3,0,8,4,0.246376811594203,0.318840579710145,0,0,0,0,0,26,1909,131
FALSE,FALSE,Chappy Charles,3,851,76,186,2,3,1,51,24,0.218566392479436,0.265569917743831,0,0,0,0,0,257,1910,133
FALSE,FALSE,Ned Crompton,2,65,7,10,2,3,0,2,1,0.153846153846154,0.215384615384615,0,0,0,0,0,17,1910,134
FALSE,FALSE,Bill Cooney,2,22,2,6,2,3,0,1,0,0.272727272727273,0.272727272727273,0,0,0,0,0,6,1910,136
FALSE,FALSE,Mickey Corcoran,1,46,3,10,2,3,0,7,0,0.217391304347826,0.282608695652174,0,0,0,0,0,16,1910,137
FALSE,FALSE,Frank Betcher,1,89,7,18,2,3,0,6,1,0.202247191011236,0.224719101123595,0,0,0,0,0,22,1910,139
FALSE,FALSE,Red Bowser,1,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1910,140
FALSE,FALSE,Ody Abbott,1,70,2,13,2,3,0,6,3,0.185714285714286,0.242857142857143,0,0,0,0,0,20,1910,142
FALSE,FALSE,Bill Abstein,3,619,54,150,2,3,1,76,21,0.24232633279483,0.315024232633279,0,0,0,0,0,228,1910,143
FALSE,FALSE,Jap Barbeau,4,712,96,160,2,3,0,46,39,0.224719101123595,0.282303370786517,0,0,0,0,0,234,1910,145
FALSE,FALSE,Heinie Beckendorf,2,137,9,25,2,3,0,13,0,0.182481751824818,0.197080291970803,0,0,0,0,0,29,1910,146
FALSE,FALSE,Dutch Lerchen,1,15,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1910,148
FALSE,FALSE,Fred Liese,1,4,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1910,149
FALSE,FALSE,Red Kelly,1,45,6,7,2,3,0,1,0,0.155555555555556,0.2,0,0,0,0,0,10,1910,151
FALSE,FALSE,John Kane,4,824,118,181,2,3,7,59,53,0.219660194174757,0.297330097087379,0,0,0,0,0,284,1910,152
FALSE,FALSE,Charlie French,2,377,36,78,2,3,0,20,13,0.206896551724138,0.230769230769231,0,0,0,0,0,94,1910,154
FALSE,FALSE,Red Fisher,1,72,5,9,2,3,0,3,5,0.125,0.180555555555556,0,0,0,0,0,16,1910,155
FALSE,FALSE,Heinie Heitmuller,2,321,47,87,2,3,0,22,13,0.271028037383178,0.367601246105919,0,0,0,0,0,139,1910,157
FALSE,FALSE,Bert Graham,1,26,1,3,2,3,0,5,0,0.115384615384615,0.269230769230769,0,0,0,0,0,10,1910,158
FALSE,FALSE,George Wheeler,1,3,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1910,160
FALSE,FALSE,Art Thomason,1,70,4,12,2,3,0,2,3,0.171428571428571,0.2,0,0,0,0,0,15,1910,161
FALSE,FALSE,Rube Sellers,1,32,3,5,2,3,0,2,1,0.15625,0.15625,0,0,0,0,0,5,1910,163
FALSE,FALSE,Bud Sharpe,2,625,40,139,2,3,0,41,4,0.2224,0.2688,0,0,0,0,0,191,1910,164
FALSE,FALSE,Bill O'Hara,2,380,49,88,2,3,1,32,31,0.231578947368421,0.278947368421053,0,0,0,0,0,119,1910,166
FALSE,FALSE,Doc Martell,2,72,1,15,2,3,0,8,0,0.208333333333333,0.277777777777778,0,0,0,0,0,24,1910,167
FALSE,FALSE,Johnny Lush,7,993,107,252,2,3,2,94,28,0.253776435045317,0.322255790533736,0,0,0,0,0,373,1910,169
FALSE,FALSE,Tommy Madden,2,16,1,4,2,3,0,0,0,0.25,0.25,0,0,0,0,0,4,1910,170
FALSE,FALSE,Bob Meinke,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1910,172
FALSE,FALSE,Larry McClure,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1910,173
FALSE,FALSE,Joe McDonald,1,32,4,5,2,3,0,1,0,0.15625,0.15625,0,0,0,0,0,5,1910,175
FALSE,FALSE,Swat McCabe,2,46,5,15,2,3,0,5,1,0.326086956521739,0.369565217391304,0,0,0,0,0,19,1910,176
FALSE,FALSE,Jim Riley,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1910,178
FALSE,FALSE,Rabbit Robinson,3,700,71,156,2,3,1,58,30,0.222857142857143,0.3,0,0,0,0,0,248,1910,179
FALSE,FALSE,Ralph Pond,1,4,0,1,2,3,0,0,1,0.25,0.25,0,0,0,0,0,1,1910,181
FALSE,FALSE,John Quinn,1,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1911,182
FALSE,FALSE,Paddy Mayes,1,5,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1911,184
FALSE,FALSE,Pryor McElveen,3,502,42,105,2,3,4,56,12,0.209163346613546,0.280876494023904,0,0,0,0,0,165,1911,185
FALSE,FALSE,Amby McConnell,4,1506,202,398,2,3,3,119,72,0.264276228419655,0.319389110225764,0,0,0,0,0,536,1911,187
FALSE,FALSE,Paul Meloan,2,431,53,109,2,3,3,38,11,0.252900232018561,0.350348027842227,0,0,0,0,0,179,1911,188
FALSE,FALSE,Bunny Madden,3,143,10,41,2,3,0,11,0,0.286713286713287,0.342657342657343,0,0,0,0,0,55,1911,190
FALSE,FALSE,Stubby Magner,1,33,3,7,2,3,0,4,1,0.212121212121212,0.212121212121212,0,0,0,0,0,7,1911,191
FALSE,FALSE,Warren Miller,2,85,8,16,2,3,0,1,0,0.188235294117647,0.188235294117647,0,0,0,0,0,16,1911,193
FALSE,FALSE,Jack Mills,1,17,5,5,2,3,0,1,1,0.294117647058824,0.294117647058824,0,0,0,0,0,5,1911,194
FALSE,FALSE,Allie Moulton,1,15,4,1,2,3,0,1,0,0.0666666666666667,0.0666666666666667,0,0,0,0,0,1,1911,196
FALSE,FALSE,Al Schweitzer,4,874,97,208,2,3,3,87,47,0.237986270022883,0.29862700228833,0,0,0,0,0,300,1911,197
FALSE,FALSE,Jock Somerlott,2,103,8,21,2,3,0,4,4,0.203883495145631,0.203883495145631,0,0,0,0,0,21,1911,199
FALSE,FALSE,Clyde Southwick,1,12,3,3,2,3,0,0,0,0.25,0.25,0,0,0,0,0,3,1911,200
FALSE,FALSE,Bert Weeden,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1911,202
FALSE,FALSE,Harry Welchonce,1,66,9,14,2,3,0,6,0,0.212121212121212,0.272727272727273,0,0,0,0,0,22,1911,203
FALSE,FALSE,Joe Walsh,2,13,2,4,2,3,0,2,0,0.307692307692308,0.461538461538462,0,0,0,0,0,8,1911,205
FALSE,FALSE,Les Wilson,1,7,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1911,206
